Company,Instrument,Credit Rating,1Y Range,% Assets
8.5% IRFC 2020,Bonds,AAA,0.33 - 0.35,0.33
447. ICICI Prudential Capital Protection Oriented Fund Series XII Plan C 1270 Days,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,36.34 - 38.13,36.34
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,9.01 - 9.37,9.01
7.52% HDB Financial Services 2020,Debenture,AAA,8.89 - 9.21,8.89
7.85% Tata Sons 2021,Privately Placed Debts,AAA,8.83 - 9.21,8.83
8.78% NHPC 2021,Bonds,AAA,7.27 - 7.61,7.27
8.75% HDFC 2021,Debenture,AAA,7.22 - 7.52,7.22
8.34% Punjab State 2020,State Development Loan,SOV,1.81 - 1.91,1.81
448. ICICI Prudential Capital Protection Oriented Fund Series XIV Plan A 1275 Days,,,,
8.39% Rajasthan State 2026,State Development Loan,SOV,19.09 - 20.19,19.09
M&M Financial Services 2022,Debenture,AAA,9.82 - 10.08,9.94
Sundaram Finance 2022,Zero Coupon Bonds,AAA,9.59 - 9.84,9.78
9.1791% Tata Capital Housing Finance 2022,Debenture,AAA,9.23 - 9.72,9.23
8.46% HUDCO 2022,Non Convertible Debenture,AAA,9.04 - 9.54,9.04
8.45% REC 2022,Debenture,AAA,5.51 - 9.22,5.51
8.35% REC 2022,Debenture,AAA,0.00 - 3.59,3.53
8.25% Tata Sons 2022,Debenture,AAA,0.00 - 3.54,3.46
7.95% SIDBI 2022,Debenture,AAA,0.00 - 7.04,3.35
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.24,3.17
8.21% Rajasthan State 2022,State Development Loan,SOV,0.00 - 2.45,2.38
Bajaj Finance 2022,Zero Coupon Bonds,AAA,1.03 - 1.07,1.06
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 0.73,0.72
449. ICICI Prudential Capital Protection Oriented Fund XI 1222 Days Plan B,,,,
8.32% Uttar Pradesh State 2020,State Development Loan,SOV,36.66 - 39.09,36.66
8.95% Power Finance Corp. 2020,Bonds,AAA,9.88 - 10.49,9.88
8.68% LIC Housing Fin. 2020,Debenture,AAA,9.87 - 10.39,9.87
8.75% HDFC 2020,Debenture,AAA,9.83 - 10.42,9.83
7.9% Tata Sons 2020,Debenture,AAA,5.61 - 5.88,5.61
8.48% Andhra Pradesh State 2020,State Development Loan,SOV,0.00 - 5.36,5.36
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,4.22 - 4.46,4.22
7.6411% Bajaj Finance 2020,Debenture,AAA,0.00 - 2.54,2.53
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.33,2.25
9.25% Power Grid Corporation 2019,Bonds,AAA,0.70 - 0.75,0.7
450. ICICI Prudential Capital Protection Oriented Fund XI 1222 Days Plan E,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,44.60 - 47.61,44.6
1.5% HDFC 2020,Debenture,AAA,10.24 - 11.13,10.24
7.9% Tata Sons 2020,Debenture,AAA,10.05 - 10.64,10.05
8.68% LIC Housing Fin. 2020,Debenture,AAA,6.47 - 7.95,6.47
SIDBI 2020,Debenture,A1+,0.00 - 5.54,5.52
8.7% Power Finance Corp. 2020,Bonds,AAA,2.02 - 2.16,2.02
7.74% LIC Housing Fin. 2020,Debenture,AAA,2.01 - 2.12,2.01
7.42% Power Finance Corp. 2020,Debenture,AAA,2.01 - 2.12,2.01
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 2.07,1.01
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.03,1.01
8.48% Andhra Pradesh State 2020,State Development Loan,SOV,0.00 - 0.81,0.81
3% HDB Financial Services 2020,Debenture,AAA,0.47 - 0.48,0.48
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.42,0.4
451. ICICI Prudential Capital Protection Oriented Fund XI 1247 Days Plan D,,,,
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,29.28 - 31.12,29.28
1.5% HDFC 2020,Debenture,AAA,10.29 - 11.12,10.29
Kotak Mahindra Investments 2020,Debenture,AAA,8.54 - 8.78,8.77
7.85% Tata Sons 2020,Bonds/Debentures,AAA,7.57 - 7.98,7.57
8.01% Rajasthan State 2020,State Development Loan,SOV,6.37 - 6.76,6.37
8.6% LIC Housing Fin. 2020,Debenture,AAA,6.36 - 6.69,6.36
SIDBI 2020,Debenture,A1+,0.00 - 4.91,4.9
8.39% Rajasthan State 2020,State Development Loan,SOV,3.81 - 4.08,3.81
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,3.18 - 4.04,3.18
7.7% HDB Financial Services 2020,Debenture,AAA,2.90 - 3.03,2.9
8.7% Power Finance Corp. 2020,Bonds,AAA,2.54 - 2.70,2.54
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 1.30,1.27
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.31,1.26
8.13% Power Grid Corporation 2020,Debenture,AAA,0.63 - 0.67,0.63
452. ICICI Prudential Capital Protection Oriented Fund XI 1255 Days Plan C,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,38.67 - 41.36,38.67
Kotak Mahindra Investments 2020,Debenture,AAA,9.71 - 9.92,9.89
1.5% HDFC 2020,Debenture,AAA,9.76 - 10.63,9.76
7.85% Tata Sons 2020,Bonds/Debentures,AAA,7.66 - 8.14,7.66
8.6% LIC Housing Fin. 2020,Debenture,AAA,5.79 - 6.14,5.79
SIDBI 2020,Debenture,A1+,0.00 - 4.74,4.72
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,3.47 - 3.71,3.47
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.00,2.87
7.25% SIDBI 2020,Bonds,AAA,2.30 - 2.43,2.3
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.96 - 1.03,0.96
7.05% Power Finance Corp. 2020,Debenture,AAA,0.57 - 0.61,0.57
453. ICICI Prudential Capital Protection Oriented Fund XI 2056 Days Plan A,,,,
8.91% Punjab State 2022,State Development Loan,SOV,35.87 - 37.88,35.87
9.3% Power Grid Corporation 2022,Bonds,AAA,7.18 - 7.58,7.18
9.5% HDFC 2022,Debenture,AAA,7.13 - 7.51,7.13
9.35% REC 2022,Bonds,AAA,7.08 - 7.57,7.08
9.7% Tata Sons 2022,Debenture,AAA,7.01 - 7.51,7.01
9.05% Export-Import Bank 2022,Bonds,AAA,3.56 - 3.76,3.56
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,3.12 - 3.33,3.12
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,0.00 - 2.85,2.83
8.94% Gujarat State 2022,State Development Loan,SOV,0.00 - 2.54,2.51
7.95% SIDBI 2022,Debenture,AAA,0.00 - 1.74,1.74
454. ICICI Prudential Child Care Fund - Gift Plan,,,,
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 5.11,5.05
8.15% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 4.14,4.05
8.03% Power Finance Corp. 2026,Bonds,AAA,0.00 - 4.12,4.05
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 2.90,2.9
7.59% REC 2020,Debenture,AAA,1.54 - 1.69,1.61
7.9% Nirma 2020,Debenture,AA,0.00 - 1.63,1.6
8.8% REC 2020,Bonds,AAA,0.00 - 1.63,1.6
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,0.80 - 0.87,0.82
8.5% NHPC 2024,Bonds/Debentures,AAA,0.48 - 0.52,0.51
8.7% Power Grid Corporation 2023,Bonds,AAA,0.24 - 0.26,0.25
8.64% IRFC 2021,Bonds,AAA,0.22 - 0.24,0.23
8.8% Power Finance Corp. 2019,Bonds,AAA,0.20 - 0.22,0.21
460. ICICI Prudential Equity & Debt Fund,,,,
8.75% Axis Bank,Bonds/Debentures,AA+,0.87 - 1.66,1.65
9.2% ICICI Bank 2050,Bonds,AA+,1.37 - 1.65,1.63
Geetanjali Trading &Invest. Co 2020,Debenture,AAA,1.28 - 1.60,1.59
8.75% Axis Bank 2022,Bonds,AA+,1.02 - 1.55,1.54
India Infrastructure Trust,Infrastructure Investment Trust,-,0.00 - 1.43,1.41
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 1.32,1.3
8.55% Talwandi Sabo Power 2021,Debenture,AA,0.82 - 1.17,1.17
8.85% HDFC Bank 2099,Bonds,AA+,0.38 - 0.80,0.8
8.24% National Bank Agr. Rur. Devp 2029,Debenture,AAA,0.00 - 0.81,0.78
9.15% ICICI Bank,Debenture,AA+,0.60 - 0.73,0.73
8.37% HUDCO 2029,Debenture,AAA,0.00 - 0.69,0.56
8.5% Vedanta 2021,Debenture,AA,0.28 - 0.55,0.55
8.7% Great Eastern Shipping Co. 2025,Debenture,AA+,0.00 - 0.53,0.51
9.5% Indusind Bank 2022,Bonds,AA,0.38 - 0.43,0.43
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 1.31,0.43
Alembic Pharmaceuticals 2022,Non Convertible Debenture,AA+,0.00 - 0.43,0.43
Bharti Telecom 2020,Non Convertible Debenture,AA+,0.00 - 0.43,0.43
Indusind Bank 2019,Non Convertible Debenture,AA,0.00 - 0.42,0.42
State Bank of India 2056,Debenture,AA+,0.00 - 0.42,0.42
9.5% Indusind Bank,Bonds,AA,0.36 - 0.41,0.41
8.5% Bank of Baroda,Bonds,AA,0.27 - 0.53,0.4
8.5% Vedanta 2021,Non Convertible Debenture,AA,0.20 - 0.38,0.38
8.41% HUDCO 2029,Debenture,AAA,0.00 - 0.34,0.34
8.5% REC 2021,Bonds/NCDs,AAA,0.00 - 0.33,0.33
Talwandi Sabo Power 2020,Bonds,AA,0.00 - 0.32,0.32
461. ICICI Prudential Equity Arbitrage Fund,,,,
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.91,1.82
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.82,1.82
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.44,1.36
HDFC Bank 365-D 16/01/2020,Fixed Deposits,-,0.00 - 1.90,1.16
HDFC Bank 368-D 03/03/2020,Fixed Deposits,-,0.00 - 1.90,1.16
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.48,1.13
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.16,1.02
7.93% LIC Housing Fin. 2019,Non Convertible Debenture,AAA,0.00 - 1.09,0.81
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 0.88,0.81
HDFC Bank 365-D 17/01/2020,Fixed Deposits,-,0.00 - 1.27,0.77
RBL Bank 365-D 20/08/2020,Fixed Deposits,-,0.00 - 0.82,0.77
RBL Bank 365-D 05/12/2019,Fixed Deposits,-,0.00 - 1.27,0.77
Punjab National Bank 2020,Certificate of Deposit,A1+,0.00 - 0.85,0.75
HDFC 337-D 26/05/2020,Commercial Paper,A1+,0.00 - 0.90,0.74
HDFC Bank 91-D 08/11/2019,Fixed Deposits,-,0.00 - 0.66,0.62
RBL Bank 365-D 29/09/2020,Fixed Deposits,-,0.00 - 0.62,0.62
7.78% HDFC 2020,Debenture,AAA,0.21 - 0.58,0.58
HDFC Bank 365-D 21/02/2020,Fixed Deposits,-,0.00 - 0.95,0.58
HDFC Bank 365-D 09/01/2020,Fixed Deposits,-,0.00 - 0.95,0.58
Federal Bank 365-D 25/08/2020,Fixed Deposits,-,0.00 - 0.57,0.54
Federal Bank 371-D 25/05/2020,Fixed Deposits,-,0.00 - 0.73,0.54
Bharti Telecom 2020,Debenture,AA+,0.00 - 0.69,0.44
8.8% HDFC 2020,Debenture,AAA,0.00 - 0.49,0.39
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,0.00 - 0.44,0.39
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.49,0.39
462. ICICI Prudential Equity Arbitrage Fund - Institutional Plan,,,,
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.91,1.82
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.82,1.82
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.44,1.36
HDFC Bank 365-D 16/01/2020,Fixed Deposits,-,0.00 - 1.90,1.16
HDFC Bank 368-D 03/03/2020,Fixed Deposits,-,0.00 - 1.90,1.16
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.48,1.13
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.16,1.02
7.93% LIC Housing Fin. 2019,Non Convertible Debenture,AAA,0.00 - 1.09,0.81
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 0.88,0.81
HDFC Bank 365-D 17/01/2020,Fixed Deposits,-,0.00 - 1.27,0.77
RBL Bank 365-D 20/08/2020,Fixed Deposits,-,0.00 - 0.82,0.77
RBL Bank 365-D 05/12/2019,Fixed Deposits,-,0.00 - 1.27,0.77
Punjab National Bank 2020,Certificate of Deposit,A1+,0.00 - 0.85,0.75
HDFC 337-D 26/05/2020,Commercial Paper,A1+,0.00 - 0.90,0.74
HDFC Bank 91-D 08/11/2019,Fixed Deposits,-,0.00 - 0.66,0.62
RBL Bank 365-D 29/09/2020,Fixed Deposits,-,0.00 - 0.62,0.62
7.78% HDFC 2020,Debenture,AAA,0.21 - 0.58,0.58
HDFC Bank 365-D 21/02/2020,Fixed Deposits,-,0.00 - 0.95,0.58
HDFC Bank 365-D 09/01/2020,Fixed Deposits,-,0.00 - 0.95,0.58
Federal Bank 365-D 25/08/2020,Fixed Deposits,-,0.00 - 0.57,0.54
Federal Bank 371-D 25/05/2020,Fixed Deposits,-,0.00 - 0.73,0.54
Bharti Telecom 2020,Debenture,AA+,0.00 - 0.69,0.44
8.8% HDFC 2020,Debenture,AAA,0.00 - 0.49,0.39
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,0.00 - 0.44,0.39
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.49,0.39
463. ICICI Prudential Equity Savings Fund,,,,
9.2% ICICI Bank 2050,Bonds,AA+,2.19 - 3.35,3.35
Axis Bank 91-D 02/10/2019,Fixed Deposits,-,0.00 - 3.33,3.33
9.5% Indusind Bank 2022,Bonds,AA,2.20 - 3.22,3.22
8.75% Axis Bank,Bonds/Debentures,AA+,2.17 - 3.24,2.97
Federal Bank 122-D 21/10/2019,Fixed Deposits,-,0.00 - 2.66,2.66
Federal Bank 365-D 22/07/2020,Fixed Deposits,-,0.00 - 1.66,1.66
Writers and Publishers 2022,Non Convertible Debenture,AA-,0.00 - 1.52,1.52
PVR 2021,Debenture,AA-,0.00 - 1.36,1.36
Federal Bank 365-D 26/08/2020,Fixed Deposits,-,0.00 - 1.00,1
8.5% Vedanta 2021,Non Convertible Debenture,AA,0.66 - 0.98,0.98
7.57% GOI 2033,GOI Securities,SOV,0.00 - 0.70,0.7
7.26% GOI 2029,GOI Securities,SOV,0.00 - 0.35,0.35
8.66% NUVOCO Vistas Corp. 2021,Debenture,AA,0.00 - 0.33,0.33
8.49% NTPC 2025,Bonds/NCDs,AAA,0.04 - 0.06,0.06
586. ICICI Prudential Multi Asset Fund,,,,
8.75% Axis Bank 2022,Bonds,AA+,1.70 - 1.81,1.77
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.69,1.64
India Infrastructure Trust,Infrastructure Investment Trust,-,0.00 - 1.33,1.28
Bharti Telecom 2020,Debenture,AA+,0.94 - 1.03,1.02
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.93 - 1.02,1.01
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 0.92,0.9
Bharti Telecom 2020,Non Convertible Debenture,AA+,0.00 - 0.92,0.9
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 0.89,0.89
Sadbhav Infrastructure Project 2020,Debenture,A,0.00 - 0.83,0.81
8.75% Axis Bank,Bonds/Debentures,AA+,0.64 - 0.68,0.67
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 0.59,0.58
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 0.47,0.46
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 0.45,0.45
8.85% HDFC Bank 2099,Bonds,AA+,0.38 - 0.46,0.4
6% Zee Entertainment 2022,Preference Shares,-,0.00 - 0.58,0.39
Axis Bank 91-D 08/10/2019,Fixed Deposits,-,0.00 - 0.38,0.38
8.83% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.24,0.23
Reserve Bank of India 364-D 14/11/2019,Treasury Bills,SOV,0.00 - 0.23,0.22
8.55% ICICI Bank 2021,Non Convertible Debenture,AA+,0.21 - 0.23,0.22
M&M Financial Services 2019,Non Convertible Debenture,AAA,0.13 - 0.14,0.13
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 0.25,0.02
587. ICICI Prudential Multi Asset Fund - Institutional Plan,,,,
8.75% Axis Bank 2022,Bonds,AA+,1.70 - 1.81,1.77
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.69,1.64
India Infrastructure Trust,Infrastructure Investment Trust,-,0.00 - 1.33,1.28
Bharti Telecom 2020,Debenture,AA+,0.94 - 1.03,1.02
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.93 - 1.02,1.01
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 0.92,0.9
Bharti Telecom 2020,Non Convertible Debenture,AA+,0.00 - 0.92,0.9
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 0.89,0.89
Sadbhav Infrastructure Project 2020,Debenture,A,0.00 - 0.83,0.81
8.75% Axis Bank,Bonds/Debentures,AA+,0.64 - 0.68,0.67
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 0.59,0.58
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 0.47,0.46
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 0.45,0.45
8.85% HDFC Bank 2099,Bonds,AA+,0.38 - 0.46,0.4
6% Zee Entertainment 2022,Preference Shares,-,0.00 - 0.58,0.39
Axis Bank 91-D 08/10/2019,Fixed Deposits,-,0.00 - 0.38,0.38
8.83% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.24,0.23
Reserve Bank of India 364-D 14/11/2019,Treasury Bills,SOV,0.00 - 0.23,0.22
8.55% ICICI Bank 2021,Non Convertible Debenture,AA+,0.21 - 0.23,0.22
M&M Financial Services 2019,Non Convertible Debenture,AAA,0.13 - 0.14,0.13
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 0.25,0.02
588. ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,,
8.67% LIC Housing Fin. 2020,Debenture,AAA,14.74 - 15.58,14.8
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,12.55 - 14.73,12.55
4% HPCL Mittal Pipelies 2020,Debenture,AA+,0.00 - 11.38,11.32
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.66 - 7.10,6.67
8.7% HDFC 2020,Debenture,AAA,6.52 - 6.92,6.54
7.77% Bajaj Finance 2020,Bonds,AAA,4.32 - 4.54,4.34
8.45% Power Finance Corp. 2020,Bonds,AAA,3.34 - 3.55,3.36
7.5% Power Finance Corp. 2020,Bonds,AAA,3.24 - 3.43,3.27
7.5% HDFC 2020,Debenture,AAA,0.00 - 2.68,2.66
Bajaj Finance 2020,Zero Coupon Bonds,AAA,2.41 - 2.48,2.48
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.08,2.08
8.37% REC 2020,Bonds,AAA,0.00 - 1.41,1.34
8.34% Punjab State 2020,State Development Loan,SOV,1.14 - 1.21,1.15
9.95% Tata Motors 2020,Debenture,AA-,0.00 - 1.08,1.07
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.02,1.01
8.54% Haryana State 2020,State Development Loan,SOV,0.47 - 0.51,0.47
7.05% HUDCO 2020,Debenture,AAA,0.26 - 0.28,0.27
589. ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,,
8.32% Power Grid Corporation 2020,Bonds,AAA,8.26 - 8.68,8.26
8.36% Power Finance Corp. 2020,Bonds,AAA,8.18 - 8.68,8.2
Inox Air Products 2020,Debenture,AA,7.06 - 7.62,7.06
9.87% Afcons Infrastructure 2020,Debenture,AA,7.01 - 7.53,7.01
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.98 - 7.43,6.98
8.95% Reliance Jio Infocomm 2020,Debenture,AAA,0.00 - 5.88,5.88
Bajaj Finance 2020,Zero Coupon Bonds,AAA,5.61 - 5.78,5.77
8.5% LIC Housing Fin. 2021,Debenture,AAA,5.62 - 5.91,5.64
10% Patel KNR Heavy Infrastructures 2020,Bonds/Debentures,AA+,5.21 - 5.60,5.21
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,4.09 - 4.30,4.1
7.4805% Kotak Mahindra Prime 2020,Non Convertible Debenture,AAA,0.00 - 3.98,3.83
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 3.71,3.52
8.37% REC 2020,Bonds,AAA,0.00 - 3.69,3.51
7.14% HUDCO 2020,Non Convertible Debenture,AAA,0.00 - 2.69,2.67
7.5% HDFC 2020,Debenture,AAA,0.00 - 1.17,1.16
8.57% NUVOCO Vistas Corp. 2020,Debenture,AA,0.00 - 1.17,1.16
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.47 - 0.50,0.47
8.67% LIC Housing Fin. 2020,Debenture,AAA,0.12 - 0.12,0.12
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.12 - 0.12,0.12
590. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days,,,,
Bajaj Finance 2020,Zero Coupon Bonds,AAA,11.88 - 12.14,12.11
Tata Capital Financial Services 2020,Debenture,AAA,9.43 - 9.98,9.43
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.29 - 9.89,9.29
9.87% Afcons Infrastructure 2020,Debenture,AA,6.76 - 7.29,6.76
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.73 - 7.20,6.73
8.95% Crompton Greaves Consumer Electricals 2020,Debenture,AA+,0.00 - 6.91,6.72
8.49% HDFC 2020,Debenture,AAA,5.74 - 6.82,5.74
8.36% Power Finance Corp. 2020,Bonds,AAA,5.40 - 7.22,5.4
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 5.45,5.39
9.75% Patel KNR Heavy Infrastructures 2020,Bonds/Debentures,AA+,2.71 - 2.91,2.71
7.9% Tata Sons 2020,Debenture,AAA,2.29 - 2.43,2.29
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.00 - 2.06,2.03
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.55,1.48
1.5% HDFC 2020,Bonds/Debentures,AAA,1.38 - 1.50,1.38
8.58% West Bengal State 2020,State Development Loan,SOV,1.36 - 1.46,1.36
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.37,1.36
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.35 - 1.42,1.35
8.13% Power Grid Corporation 2020,Debenture,AAA,0.95 - 1.01,0.95
8.01% Rajasthan State 2020,State Development Loan,SOV,0.76 - 0.81,0.76
8.7% Power Finance Corp. 2020,Bonds,AAA,0.34 - 0.36,0.34
591. ICICI Prudential Multiple Yield Fund - Series 11 - Plan B - 1394 Days,,,,
7.9% Bajaj Finance 2020,Zero Coupon Bonds,AAA,12.07 - 12.38,12.34
Sundaram Bnp Paribas Home Finance 2020,Debenture,AA+,11.74 - 12.04,12.02
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.66 - 9.19,8.66
9.7% Tata Motors 2020,Debenture,AA-,0.00 - 8.71,8.62
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,8.46 - 8.81,8.46
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,7.74 - 8.25,7.74
8.49% HDFC 2020,Debenture,AAA,6.47 - 8.68,6.47
8.85% NHPC 2020,Bonds,AAA,3.46 - 3.70,3.46
7.4805% Kotak Mahindra Prime 2020,Non Convertible Debenture,AAA,0.00 - 2.84,2.75
7.25% SIDBI 2020,Bonds,AAA,2.15 - 2.26,2.15
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 1.77,1.73
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.72 - 1.81,1.72
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 1.74,1.72
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.58,1.56
7.46% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.87,0.86
8.5% IRFC 2020,Bonds,AAA,0.26 - 0.28,0.26
592. ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,,,,
8.16% Tamilnadu State 2020,State Development Loan,SOV,20.99 - 22.12,20.99
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.59 - 10.01,9.59
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.58 - 10.07,9.58
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,9.58 - 10.07,9.58
8.87% REC 2020,Bonds,AAA,6.38 - 7.89,6.38
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.34 - 6.69,6.34
7.25% SIDBI 2020,Bonds,AAA,5.28 - 5.52,5.28
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.00,3.99
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.71,3.59
3% HDB Financial Services 2020,Debenture,AAA,2.95 - 3.05,3.04
8.58% West Bengal State 2020,State Development Loan,SOV,2.14 - 2.27,2.14
Tata Capital Financial Services 2020,Debenture,AAA,2.12 - 2.21,2.12
SIDBI 2020,Debenture,A1+,0.00 - 2.01,2
593. ICICI Prudential Multiple Yield Fund - Series 11 - Plan D - 1361 Days,,,,
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,21.26 - 22.52,21.26
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.10 - 9.60,9.1
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.07 - 9.59,9.07
9.95% Tata Motors 2020,Debenture,AA-,0.00 - 7.33,7.25
8.58% West Bengal State 2020,State Development Loan,SOV,6.08 - 6.49,6.08
8.6% LIC Housing Fin. 2020,Debenture,AAA,6.07 - 6.36,6.07
3% HDB Financial Services 2020,Debenture,AAA,4.91 - 5.08,5.05
8.87% REC 2020,Bonds,AAA,4.54 - 9.66,4.54
8.7% HDFC 2020,Debenture,AAA,4.39 - 4.63,4.39
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.28,4.27
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 3.10,3.03
7.74% LIC Housing Fin. 2020,Debenture,AAA,3.02 - 3.15,3.02
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.11,3.01
594. ICICI Prudential Multiple Yield Fund - Series 14 - Plan A - 1228 Days,,,,
8.15% Rajasthan State 2021,State Development Loan,SOV,36.94 - 39.45,36.94
Tata Sons 2021,Debenture,AAA,11.36 - 11.52,11.47
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.16 - 10.76,10.16
Kotak Mahindra Prime 2021,Bonds/NCDs,AAA,8.70 - 8.89,8.89
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,8.44 - 8.61,8.6
