Company,Instrument,Credit Rating,1Y Range,% Assets
8.25% Tata Sons 2022,Debenture,AAA,8.26 - 8.91,8.26
9.1% Export-Import Bank 2022,Bonds,AAA,7.78 - 8.32,7.78
9.35% REC 2022,Bonds,AAA,7.70 - 8.36,7.7
8.4% Power Grid Corporation 2022,Debenture,AAA,7.64 - 8.15,7.64
7.27% Nat. Highways Authority 2022,Debenture,AAA,7.44 - 7.88,7.44
8.8217% HDB Financial Services 2021,Non Convertible Debenture,AAA,5.44 - 5.84,5.44
7.48% LIC Housing Fin. 2022,Bonds,AAA,4.43 - 4.68,4.43
9.17% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 4.61,4.32
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 4.02,3.93
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,3.30 - 3.56,3.3
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 2.77,2.77
7.35% BPCL 2022,Bonds,AAA,2.31 - 5.14,2.31
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,1.46 - 6.39,1.49
7.2% HDFC 2020,Debenture,AAA,0.00 - 0.91,0.89
8.54% NHPC 2021,Bonds,AAA,0.00 - 0.48,0.46
7.42% Maharashtra State 2022,State Development Loan,SOV,0.00 - 0.45,0.42
8.58% HDFC 2022,Debenture,AAA,0.00 - 0.30,0.3
389. HDFC Fixed Maturity Plan - 1430 Days - July 2017 (1) - Regular Plan,,,,
8% Export-Import Bank 2021,Bonds,AAA,10.56 - 11.27,10.56
9.61% Power Finance Corp. 2021,Bonds,AAA,9.72 - 10.54,9.72
8.15% Uttar Pradesh State 2021,State Development Loan,SOV,8.36 - 9.00,8.36
8.85% Bajaj Finance 2021,Debenture,AAA,8.32 - 8.91,8.32
8.1% NTPC 2021,Bonds,AAA,7.91 - 8.45,7.91
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,7.87 - 8.40,7.87
8.15% Rajasthan State 2021,State Development Loan,SOV,7.70 - 8.28,7.7
8.75% HDFC 2021,Debenture,AAA,7.48 - 8.03,7.48
7.52% HDB Financial Services 2020,Debenture,AAA,5.32 - 5.68,5.32
9.3% Power Grid Corporation 2021,Bonds,AAA,4.24 - 4.57,4.24
7.7936% Kotak Mahindra Prime 2021,Debenture,AAA,4.10 - 4.36,4.1
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 2.92,2.86
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.28 - 2.12,2.05
7.6% REC 2021,Bonds/NCDs,AAA,2.05 - 2.20,2.05
8.5% SIDBI 2021,Debenture,AAA,1.67 - 1.79,1.67
8.37% REC 2020,Bonds,AAA,0.00 - 1.71,1.65
8.13% Power Grid Corporation 2021,Debenture,AAA,0.83 - 0.89,0.83
8.35% HDFC 2021,Debenture,AAA,0.83 - 0.88,0.83
7.8409% Bajaj Finance 2020,Debenture,AAA,0.74 - 0.79,0.74
8.36% REC 2020,Debenture,AAA,0.00 - 0.75,0.74
HDB Financial Services 2021,Zero Coupon Bonds,AAA,0.00 - 0.56,0.56
8.33% NTPC 2021,Bonds/NCDs,AAA,0.00 - 0.42,0.42
8.75% LIC Housing Fin. 2021,Debenture,AAA,0.00 - 0.33,0.33
7.18% REC 2021,Debenture,AAA,0.00 - 0.25,0.24
390. HDFC Fixed Maturity Plan - 1434 Days - May 2018 (1) - Regular Plan,,,,
8.21% Haryana State 2022,State Development Loan,SOV,15.83 - 17.04,15.83
8.25% Tata Sons 2022,Debenture,AAA,9.91 - 10.67,9.91
9.45% LIC Housing Fin. 2022,Debenture,AAA,9.74 - 10.48,9.74
7.14% REC 2021,Bonds,AAA,9.31 - 9.97,9.31
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,8.72 - 9.39,8.72
7.35% BPCL 2022,Bonds,AAA,8.36 - 8.88,8.36
7.2% Power Grid Corporation 2021,Bonds,AAA,8.30 - 8.80,8.3
6.7% IRFC 2021,Bonds/NCDs,AAA,7.28 - 7.70,7.28
7.27% Power Finance Corp. 2021,Debenture,AAA,6.54 - 9.97,6.54
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 3.35,3.35
7.6% Nat. Highways Authority 2022,Bonds,AAA,2.01 - 3.39,3.23
7.2% HDFC 2020,Debenture,AAA,0.00 - 1.92,1.87
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 1.00,0.96
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 0.85,0.85
8.54% NHPC 2021,Bonds,AAA,0.50 - 0.54,0.5
8.58% HDFC 2022,Debenture,AAA,0.00 - 0.39,0.38
391. HDFC Fixed Maturity Plan - 1487 Days - August 2018 (1) - Regular Plan,,,,
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 9.49,9.46
G R Infra Projects 2022,Zero Coupon Bonds,AA-,0.00 - 9.36,9.33
Shriram City Union Finance 2022,Zero Coupon Bonds,AA+,8.81 - 9.32,9.15
2% Tata Steel 2022,Debenture,AA,9.14 - 9.30,9.14
7.5% Tata Motors 2022,Debenture,AA-,0.00 - 8.77,8.68
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,8.59 - 9.02,8.59
Kalpataru Power Trans 2022,Zero Coupon Bonds,AA,8.27 - 8.48,8.42
7.1% Power Finance Corp. 2022,Bonds/NCDs,AAA,7.69 - 7.90,7.69
IIFL Home Finance 2022,Zero Coupon Bonds,AA,6.50 - 6.74,6.52
JM Financial Products 2022,Zero Coupon Bonds,AA,5.81 - 5.92,5.81
JM Fin Asset Reconstruction co 2022,Zero Coupon Bonds,AA-,5.61 - 5.74,5.61
8.5% Vedanta 2021,Debenture,AA,4.89 - 5.19,4.89
7.03% REC 2022,Non Convertible Debenture,AAA,1.53 - 1.58,1.53
9.17% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 1.06,1.05
Kalpataru Power Trans 2022,Zero Coupon Bonds,AA,1.00 - 1.02,1.01
7.2% HDFC 2020,Debenture,AAA,0.00 - 0.63,0.62
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.38 - 0.39,0.38
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.33,0.33
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.18,0.17
392. HDFC Fixed Maturity Plans - 3360 Days - March 2014 (1) - Regular Plan,,,,
8.67% Maharashtra State 2023,State Development Loan,SOV,67.78 - 72.42,67.78
8.62% Maharashtra State 2023,State Development Loan,SOV,4.24 - 4.52,4.24
8.63% Madhya Pradesh State 2023,State Development Loan,SOV,3.39 - 3.61,3.39
8.08% GOI 2022,Central Government Loan,SOV,3.37 - 3.59,3.37
8.39% Rajasthan State 2023,State Development Loan,SOV,3.35 - 3.58,3.35
8.45% Punjab State 2023,State Development Loan,SOV,0.00 - 3.47,3.35
8.25% Uttar Pradesh State 2023,State Development Loan,SOV,3.34 - 3.55,3.34
8.21% Rajasthan State 2023,State Development Loan,SOV,0.00 - 3.33,3.33
8.56% Rajasthan State 2023,State Development Loan,SOV,2.53 - 2.70,2.53
7.49% Rajasthan State 2023,State Development Loan,SOV,1.63 - 1.73,1.63
8.21% Haryana State 2023,State Development Loan,SOV,1.45 - 1.55,1.45
8.21% Haryana State 2022,State Development Loan,SOV,0.17 - 0.18,0.17
8.51% Punjab State 2023,State Development Loan,SOV,0.00 - 0.05,0.05
393. HDFC Fixed Maturity Plans - 370 Days - March 2014 (1) - Regular Plan,,,,
8.39% Rajasthan State 2020,State Development Loan,SOV,13.47 - 14.58,13.47
7.93% Power Grid Corporation 2020,Bonds,AAA,9.82 - 10.49,9.82
7.81% LIC Housing Fin. 2020,Debenture,AAA,9.01 - 9.57,9.01
Tata Realty and Infrastructure 2020,Debenture,AA,8.90 - 8.98,8.98
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 9.21,8.96
8.234% Bajaj Finance 2020,Bonds,AAA,8.79 - 9.35,8.79
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,8.78 - 9.43,8.78
8.75% Reliance Industries 2020,Debenture,AAA,8.55 - 9.20,8.55
8.78% NTPC 2020,Bonds/NCDs,AAA,0.00 - 3.92,3.89
8.49% HDFC 2020,Debenture,AAA,2.59 - 2.76,2.59
7.69% HDFC 2019,Debenture,AAA,0.00 - 2.64,2.57
8.87% REC 2020,Bonds,AAA,2.33 - 2.51,2.33
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,1.81 - 1.94,1.81
HDB Financial Services 2020,Zero Coupon Bonds,AAA,1.56 - 1.57,1.57
Bajaj Finance 2020,Debenture,AAA,1.54 - 1.56,1.56
7.97% LIC Housing Fin. 2020,Debenture,AAA,1.55 - 1.65,1.55
8.21% Rajasthan State 2020,State Development Loan,SOV,1.55 - 1.68,1.55
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.80,0.77
394. HDFC Floating Rate Debt Fund,,,,
8.45% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 6.60,6.6
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 4.71,4.71
8.06% Nabha Power 2021,Non Convertible Debenture,AAA,0.00 - 3.86,3.86
8.05% National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 4.23,3.46
8.43% HDFC 2020,Bonds/Debentures,AAA,0.00 - 3.08,3.08
6.79% GOI 2027,GOI Securities,SOV,0.00 - 3.01,3.01
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.91,2.91
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.88,2.88
9% Union Bank of India 2099,Bonds,AA-,2.44 - 3.32,2.71
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.54,2.54
9.95% Syndicate Bank,Debenture,A+,0.00 - 3.08,2.52
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.09,2.49
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.44,2.44
Shriram City Union Finance 2019,Non Convertible Debenture,AA+,2.18 - 3.01,2.42
Shriram City Union Finance 2020,Non Convertible Debenture,AA+,2.16 - 3.00,2.42
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.51,2.37
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.31,2.31
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.12,2.12
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.95,1.95
Punjab National Bank 2020,Certificate of Deposit,A1+,0.00 - 1.89,1.89
JM Financial Credit Solutions 365-D 28/02/2020,Commercial Paper,A1+,0.00 - 1.76,1.68
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.42,1.42
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.71,1.42
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.42
8.14% National Housing Bank 2021,Bonds/NCDs,AAA,0.00 - 1.32,1.32
395. HDFC FMP 1846D Aug 2013 (1) Reg,,,,
2% Tata Steel 2022,Debenture,AA,9.74 - 9.90,9.74
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 9.60,9.57
Kalpataru Power Trans 2022,Zero Coupon Bonds,AA,9.24 - 9.44,9.39
Shriram City Union Finance 2022,Zero Coupon Bonds,AA+,8.76 - 9.26,9.09
IIFL Home Finance 2022,Zero Coupon Bonds,AA,9.04 - 9.36,9.08
7.5% Tata Motors 2022,Debenture,AA-,0.00 - 8.67,8.58
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,8.10 - 9.60,8.1
JM Fin Asset Reconstruction co 2022,Zero Coupon Bonds,AA-,7.86 - 8.05,7.86
G R Infra Projects 2022,Zero Coupon Bonds,AA-,0.00 - 7.66,7.64
JM Financial Products 2022,Zero Coupon Bonds,AA,4.75 - 4.84,4.75
8.5% Vedanta 2021,Debenture,AA,4.00 - 4.24,4
7% Reliance Industries 2022,Non Convertible Debenture,AAA,3.77 - 3.87,3.77
7.48% LIC Housing Fin. 2022,Bonds,AAA,2.54 - 2.59,2.54
9.17% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 1.86,1.84
Inox Air Products 2021,Debenture,AA,0.00 - 1.35,1.3
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.51,0.51
396. HDFC FMP 372D Dec 2013 (1) Reg,,,,
HDFC Liquid Direct,Mutual Funds-Debt,-,0.00 - 56.49,56.49
Sundaram Finance 2017,Debenture,AA+,19.48 - 19.69,19.69
Indusind Bank 2017,Certificate of Deposit,A1+,0.00 - 12.00,12
Kotak Mahindra Bank 2017,Certificate of Deposit,A1+,0.00 - 4.90,4.9
Punjab & Sind Bank 2017,Certificate of Deposit,A1+,0.00 - 3.23,3.23
397. HDFC FMP 793D Feb 2014 (1) Reg,,,,
8.39% Rajasthan State 2020,State Development Loan,SOV,14.72 - 15.96,14.72
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.63 - 10.35,9.63
7.81% LIC Housing Fin. 2020,Debenture,AAA,9.60 - 10.20,9.6
Tata Realty and Infrastructure 2020,Debenture,AA,9.48 - 9.57,9.57
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 9.81,9.55
8.75% Reliance Industries 2020,Debenture,AAA,9.18 - 9.89,9.18
7.93% Power Grid Corporation 2020,Bonds,AAA,8.91 - 9.53,8.91
8.7% HDFC 2020,Debenture,AAA,7.36 - 7.87,7.36
8.234% Bajaj Finance 2020,Bonds,AAA,6.02 - 6.42,6.02
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,1.92 - 2.07,1.92
Bajaj Finance 2020,Debenture,AAA,0.00 - 1.75,1.75
8.75% HDFC 2020,Debenture,AAA,0.00 - 1.11,1.08
7.97% LIC Housing Fin. 2020,Debenture,AAA,0.96 - 1.03,0.96
8.658% HDB Financial Services 2020,Bonds,AAA,0.72 - 0.77,0.72
8.95% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.73,0.72
8.87% REC 2020,Bonds,AAA,0.48 - 0.52,0.48
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,0.48 - 0.52,0.48
398. HDFC Gilt Fund,,,,
7.17% GOI 2028,GOI Securities,SOV,0.00 - 21.72,17.68
7.26% GOI 2029,GOI Securities,SOV,0.00 - 13.61,9.8
7.57% GOI 2033,GOI Securities,SOV,0.00 - 8.25,8.25
7.35% GOI 2024,Central Government Loan,SOV,7.59 - 8.86,8.15
7.27% GOI 2026,GOI Securities,SOV,0.00 - 7.53,6.53
7.37% GOI 2023,GOI Securities,SOV,5.08 - 11.68,5.08
8.6% Rajasthan State 2028,State Development Loan,SOV,0.00 - 4.69,4.29
8.6% Madhya Pradesh State 2023,State Development Loan,SOV,0.00 - 4.49,4.15
8.59% Andhra Pradesh State 2023,State Development Loan,SOV,0.00 - 4.48,4.15
8.21% Rajasthan State 2022,State Development Loan,SOV,4.06 - 4.41,4.06
8.61% Uttar Pradesh State 2022,State Development Loan,SOV,3.13 - 3.41,3.13
7.32% GOI 2024,GOI Securities,SOV,0.00 - 2.75,2.53
8.2% GOI 2025,Central Government Loan,SOV,2.11 - 2.30,2.11
8.2% GOI 2022,Central Government Loan,SOV,2.06 - 2.25,2.06
8.39% Rajasthan State 2026,State Development Loan,SOV,2.03 - 2.21,2.03
8.21% Haryana State 2022,State Development Loan,SOV,2.03 - 2.20,2.03
8.66% Maharashtra State 2022,State Development Loan,SOV,1.23 - 1.34,1.23
6.97% GOI 2026,GOI Securities,SOV,0.00 - 1.21,1.2
8.15% GOI 2022,Central Government Loan,SOV,0.83 - 0.90,0.83
8.24% GOI 2033,Central Government Loan,SOV,0.36 - 0.41,0.37
7.73% GOI 2034,GOI Securities,SOV,0.24 - 0.28,0.25
7.95% GOI 2032,GOI Securities,SOV,0.10 - 0.11,0.1
8.97% GOI 2030,Central Government Loan,SOV,0.09 - 0.10,0.09
401. HDFC Income Fund,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 14.60,14.6
7.57% GOI 2033,GOI Securities,SOV,0.00 - 10.41,10.41
Tata Power 2021,Bonds/NCDs,AA-,6.64 - 9.34,9.31
6.79% GOI 2027,GOI Securities,SOV,0.00 - 6.64,6.62
8.95% Punjab National Bank,Bonds,A,0.00 - 6.48,6.48
6.79% GOI 2029,GOI Securities,SOV,0.00 - 7.43,5.75
8.75% State Bank of India,Bonds,AA+,3.79 - 5.48,5.48
8.45% IRFC 2028,Debenture,AAA,0.00 - 4.39,4.35
8.3% NTPC 2029,Debenture,AAA,0.00 - 4.37,4.34
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 4.33,4.27
11.8% Tata Steel,Debenture,AA-,3.03 - 4.24,4.23
8.6% Export-Import Bank 2099,Bonds,AA+,2.84 - 4.12,4.12
7.27% IRFC 2027,Bonds,AAA,2.68 - 4.07,4.05
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 4.16,3.44
7.17% GOI 2028,GOI Securities,SOV,0.00 - 18.76,1.69
6.97% GOI 2026,GOI Securities,SOV,0.00 - 1.68,1.68
1.44% GOI 2023,Inflation Index Bond,SOV,0.66 - 1.02,1.02
8.55% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 1.93,0.88
9% Union Bank of India 2099,Bonds,AA-,0.56 - 0.81,0.81
8.2% GOI 2025,Central Government Loan,SOV,0.38 - 0.56,0.56
7.95% GOI 2032,GOI Securities,SOV,0.30 - 2.72,0.42
9.15% GOI 2024,Central Government Loan,SOV,0.00 - 0.00,0
402. HDFC Liquid Fund,,,,
Reserve Bank of India 91-D 17/10/2019,Treasury Bills,SOV,0.00 - 4.11,4
Reserve Bank of India 91-D 07/11/2019,Treasury Bills,SOV,0.00 - 3.85,3.85
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.21,3.21
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 3.18,3.18
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 2.74,2.74
Reserve Bank of India 182-D 24/10/2019,Treasury Bills,SOV,0.00 - 2.50,2.5
Tata Sons 87-D 01/11/2019,Commercial Paper,A1+,0.00 - 2.33,2.33
Tata Sons 87-D 31/10/2019,Commercial Paper,A1+,0.00 - 2.10,2.1
NTPC 91-D 17/12/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
National Bank Agr. Rur. Devp 90-D 24/10/2019,Commercial Paper,A1+,0.00 - 1.88,1.83
Indian Oil Corp. 47-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.77,1.77
NTPC 91-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.77,1.77
SAIL 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.71,1.66
Reliance Jio Infocomm 91-D 18/11/2019,Commercial Paper,A1+,0.00 - 1.55,1.55
Reliance Jio Infocomm 84-D 20/12/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.33,1.33
National Bank Agr. Rur. Devp 85-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.27,1.27
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 1.19,1.19
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.36,1.16
Reliance Retail Ltd. 89-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.11,1.11
NTPC 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 1.14,1.11
Reliance Industries 91-D 21/10/2019,Commercial Paper,A1+,0.00 - 1.14,1.11
Bank of India 2019,Certificate of Deposit,A1+,0.00 - 1.11,1.11
NTPC 80-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.10,1.1
NTPC 91-D 06/12/2019,Commercial Paper,A1+,0.00 - 1.10,1.1
403. HDFC Low Duration Fund,,,,
8.45% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 3.50,3.5
8.05% National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 5.21,3.49
8.36% Power Finance Corp. 2020,Bonds,AAA,0.16 - 3.60,3.25
8.43% HDFC 2020,Bonds/Debentures,AAA,0.00 - 3.56,3.22
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 3.60,2.87
6.79% GOI 2027,GOI Securities,SOV,0.00 - 2.43,2.43
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.54,2.38
7.59% REC 2020,Debenture,AAA,0.00 - 2.27,2.27
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.67,2.2
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.92,1.87
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 2.11,1.86
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.87,1.76
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.66,1.66
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.65,1.64
8.06% Nabha Power 2021,Non Convertible Debenture,AAA,0.00 - 1.56,1.56
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.62,1.52
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.62,1.52
1.5% HDFC 2020,Debenture,AAA,0.00 - 1.50,1.5
8.49% HDFC 2020,Debenture,AAA,0.00 - 2.18,1.47
9% Union Bank of India 2099,Bonds,AA-,1.31 - 2.23,1.46
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.45,1.36
Kotak Mahindra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.54,1.36
Axis Bank 2020,Securitised Debt,A1+,0.00 - 1.36,1.36
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.80,1.35
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 1.35,1.35
404. HDFC Medium Term Debt Fund,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 12.32,12.32
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,5.13 - 6.07,5.49
9.19% LIC Housing Fin. 2023,Non Convertible Debenture,AAA,0.00 - 5.00,4.61
8.58% HDFC 2022,Debenture,AAA,0.00 - 4.91,4.5
8.85% HDFC Bank 2099,Bonds,AA+,4.11 - 4.82,4.44
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 7.85,4.01
9.95% Syndicate Bank,Debenture,A+,0.00 - 4.30,3.96
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,3.24 - 3.77,3.42
8.1% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.19,3.1
Reliance Retail Ltd. 2020,Non Convertible Debenture,AAA,0.00 - 2.59,2.42
8.12% NHPC 2029,Debenture,AAA,0.00 - 4.72,2.3
8.3% IRFC 2029,Debenture,AAA,0.00 - 2.48,2.29
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.44,2.23
7.7% REC 2021,Bonds/NCDs,AAA,2.06 - 2.41,2.21
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,2.07 - 4.71,2.21
7.46% REC 2022,Non Convertible Debenture,AAA,2.03 - 2.39,2.2
9.9% Coastal Gujarat Power 2028,Debenture,AA,0.00 - 2.43,2.2
9% Union Bank of India 2099,Bonds,AA-,2.02 - 2.36,2.15
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 2.31,2.13
8.3873% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 2.19,2.05
JM Fin Asset Reconstruction co 2021,Zero Coupon Bonds,AA-,1.67 - 2.04,1.87
Shriram City Union Finance 2021,Securitised Debt,AAA,0.00 - 2.06,1.87
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 1.97,1.82
8.5% Vedanta 2021,Debenture,AA,0.82 - 1.90,1.73
8.55% Talwandi Sabo Power 2021,Debenture,AA,1.63 - 1.90,1.72
405. HDFC Money Market Fund,,,,
Tata Sons 364-D 06/02/2020,Commercial Paper,A1+,0.00 - 8.79,8.39
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 5.85,4.12
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 5.98,4.12
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 6.41,4.12
Cholamandalam Invest. & Fin. 351-D 13/03/2020,Commercial Paper,A1+,0.00 - 4.49,3.76
Can Fin Homes 364-D 06/03/2020,Commercial Paper,A1+,0.00 - 4.26,3.53
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.84,3.34
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.62,3.25
Punjab National Bank 2020,Certificate of Deposit,A1+,0.00 - 3.84,2.94
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 3.83,2.94
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 3.42,2.36
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.60,2.18
Axis Bank 2020,Securitised Debt,A1+,0.00 - 3.70,2.07
LIC Housing Fin. 337-D 30/01/2020,Commercial Paper,A1+,0.00 - 2.07,2.07
AU Small Finance Bank 2019,Certificate of Deposit,A1+,0.00 - 2.87,1.85
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 4.94,1.78
Kotak Mahindra Investments 365-D 05/02/2020,Commercial Paper,A1+,0.00 - 1.87,1.77
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 2.76,1.77
Rabo Bank India 2020,Certificate of Deposit,A1+,0.00 - 2.55,1.76
Deutsche Investments 273-D 20/03/2020,Commercial Paper,A1+,0.00 - 2.47,1.75
Tata Motors 237-D 30/03/2020,Commercial Paper,A1+,0.00 - 1.54,1.46
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.68,1.42
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 1.61,1.35
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.20,1.19
408. HDFC Short Term Debt Fund,,,,
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 3.43,3.39
Tata Sons,Debenture,AAA,3.04 - 3.54,3.19
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 3.07,3.04
7.3% Power Finance Corp. 2020,Debenture,AAA,2.68 - 3.30,2.96
7.87% Tata Capital Financial Services 2020,Debenture,AAA,2.19 - 2.70,2.42
8.29% MTNL 2024,Bonds,AAA,0.00 - 2.21,2.2
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 2.23,2.15
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.90,1.84
8.65% Tata Capital Financial Services 2021,Bonds/NCDs,AAA,0.00 - 1.88,1.82
8.1% REC 2024,Non Convertible Debenture,AAA,0.00 - 1.83,1.82
7.42% Power Finance Corp. 2020,Debenture,AAA,1.77 - 2.36,1.81
8.06% Nabha Power 2021,Non Convertible Debenture,AAA,0.00 - 1.84,1.8
7.46% Power Finance Corp. 2020,Bonds,AAA,1.43 - 1.75,1.57
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.62,1.56
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 1.54,1.52
8.41% HUDCO 2029,Debenture,AAA,0.00 - 1.44,1.4
8.35% IRFC 2029,Debenture,AAA,0.00 - 1.30,1.26
9.19% LIC Housing Fin. 2023,Non Convertible Debenture,AAA,0.00 - 1.39,1.26
1.5% HDFC 2020,Debenture,AAA,1.14 - 1.40,1.24
